File,focal_length
/home/evan/personal/git/photo-details-exporter-py/data/DSC_0004.JPG,220.0
/home/evan/personal/git/photo-details-exporter-py/data/DSC_0001.JPG,50.0
/home/evan/personal/git/photo-details-exporter-py/data/DSC_0006.JPG,220.0
